File,BioProject,BioSample,Country,Location,SampleSource,SampleType,SeafoodType
ERR3460083,PRJEB33555,SAMEA5816661,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460084,PRJEB33555,SAMEA5816662,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460085,PRJEB33555,SAMEA5816663,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460086,PRJEB33555,SAMEA5816664,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460087,PRJEB33555,SAMEA5816665,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460088,PRJEB33555,SAMEA5816666,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460089,PRJEB33555,SAMEA5816667,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460090,PRJEB33555,SAMEA5816669,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460091,PRJEB33555,SAMEA5816670,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460092,PRJEB33555,SAMEA5816671,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460093,PRJEB33555,SAMEA5816672,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460094,PRJEB33555,SAMEA5816673,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460095,PRJEB33555,SAMEA5816674,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460096,PRJEB33555,SAMEA5816675,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460097,PRJEB33555,SAMEA5816676,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460098,PRJEB33555,SAMEA5816677,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460099,PRJEB33555,SAMEA5816678,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460100,PRJEB33555,SAMEA5816679,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460101,PRJEB33555,SAMEA5816680,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460102,PRJEB33555,SAMEA5816681,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460103,PRJEB33555,SAMEA5816682,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460104,PRJEB33555,SAMEA5816683,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460105,PRJEB33555,SAMEA5816684,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460106,PRJEB33555,SAMEA5816685,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460107,PRJEB33555,SAMEA5816686,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460108,PRJEB33555,SAMEA5816687,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460109,PRJEB33555,SAMEA5816688,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460110,PRJEB33555,SAMEA5816689,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460111,PRJEB33555,SAMEA5816690,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460112,PRJEB33555,SAMEA5816691,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460113,PRJEB33555,SAMEA5816692,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460114,PRJEB33555,SAMEA5816693,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460115,PRJEB33555,SAMEA5816694,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460116,PRJEB33555,SAMEA5816695,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460117,PRJEB33555,SAMEA5816696,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460118,PRJEB33555,SAMEA5816697,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460119,PRJEB33555,SAMEA5816698,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460120,PRJEB33555,SAMEA5816699,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460121,PRJEB33555,SAMEA5816700,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460122,PRJEB33555,SAMEA5816701,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460123,PRJEB33555,SAMEA5816702,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460124,PRJEB33555,SAMEA5816703,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460125,PRJEB33555,SAMEA5816704,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460126,PRJEB33555,SAMEA5816705,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460127,PRJEB33555,SAMEA5816706,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460128,PRJEB33555,SAMEA5816707,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460129,PRJEB33555,SAMEA5816708,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460130,PRJEB33555,SAMEA5816709,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460131,PRJEB33555,SAMEA5816710,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460132,PRJEB33555,SAMEA5816711,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460133,PRJEB33555,SAMEA5816712,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460134,PRJEB33555,SAMEA5816713,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460135,PRJEB33555,SAMEA5816714,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460136,PRJEB33555,SAMEA5816715,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460137,PRJEB33555,SAMEA5816716,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460138,PRJEB33555,SAMEA5816717,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460139,PRJEB33555,SAMEA5816718,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460140,PRJEB33555,SAMEA5816719,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460141,PRJEB33555,SAMEA5816720,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460142,PRJEB33555,SAMEA5816721,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460143,PRJEB33555,SAMEA5816722,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460144,PRJEB33555,SAMEA5816723,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460145,PRJEB33555,SAMEA5816724,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460146,PRJEB33555,SAMEA5816725,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460147,PRJEB33555,SAMEA5816726,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460148,PRJEB33555,SAMEA5816727,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460149,PRJEB33555,SAMEA5816728,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460150,PRJEB33555,SAMEA5816729,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460151,PRJEB33555,SAMEA5816730,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460152,PRJEB33555,SAMEA5816731,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460153,PRJEB33555,SAMEA5816732,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460154,PRJEB33555,SAMEA5816733,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460155,PRJEB33555,SAMEA5816734,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460156,PRJEB33555,SAMEA5816735,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460157,PRJEB33555,SAMEA5816736,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460158,PRJEB33555,SAMEA5816737,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460159,PRJEB33555,SAMEA5816738,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460160,PRJEB33555,SAMEA5816739,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460161,PRJEB33555,SAMEA5816740,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460162,PRJEB33555,SAMEA5816741,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460163,PRJEB33555,SAMEA5816742,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460164,PRJEB33555,SAMEA5816743,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460165,PRJEB33555,SAMEA5816744,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460166,PRJEB33555,SAMEA5816745,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460167,PRJEB33555,SAMEA5816746,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460168,PRJEB33555,SAMEA5816747,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460169,PRJEB33555,SAMEA5816748,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460170,PRJEB33555,SAMEA5816749,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460171,PRJEB33555,SAMEA5816750,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460172,PRJEB33555,SAMEA5816751,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460173,PRJEB33555,SAMEA5816752,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460174,PRJEB33555,SAMEA5816753,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460175,PRJEB33555,SAMEA5816754,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460176,PRJEB33555,SAMEA5816755,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460177,PRJEB33555,SAMEA5816756,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460178,PRJEB33555,SAMEA5816757,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460179,PRJEB33555,SAMEA5816758,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460180,PRJEB33555,SAMEA5816759,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460181,PRJEB33555,SAMEA5816760,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460182,PRJEB33555,SAMEA5816761,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460183,PRJEB33555,SAMEA5816762,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460184,PRJEB33555,SAMEA5816763,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460185,PRJEB33555,SAMEA5816764,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460186,PRJEB33555,SAMEA5816765,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460187,PRJEB33555,SAMEA5816766,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460188,PRJEB33555,SAMEA5816767,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460189,PRJEB33555,SAMEA5816768,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460190,PRJEB33555,SAMEA5816769,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460191,PRJEB33555,SAMEA5816770,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460192,PRJEB33555,SAMEA5816771,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460193,PRJEB33555,SAMEA5816772,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460194,PRJEB33555,SAMEA5816773,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460195,PRJEB33555,SAMEA5816774,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460196,PRJEB33555,SAMEA5816775,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460197,PRJEB33555,SAMEA5816776,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460198,PRJEB33555,SAMEA5816777,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460199,PRJEB33555,SAMEA5816778,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460200,PRJEB33555,SAMEA5816779,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460201,PRJEB33555,SAMEA5816780,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460202,PRJEB33555,SAMEA5816781,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460203,PRJEB33555,SAMEA5816782,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460204,PRJEB33555,SAMEA5816783,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460205,PRJEB33555,SAMEA5816784,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460206,PRJEB33555,SAMEA5816785,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460207,PRJEB33555,SAMEA5816786,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460208,PRJEB33555,SAMEA5816787,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460209,PRJEB33555,SAMEA5816788,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460210,PRJEB33555,SAMEA5816789,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460211,PRJEB33555,SAMEA5816790,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460212,PRJEB33555,SAMEA5816791,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460213,PRJEB33555,SAMEA5816792,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460214,PRJEB33555,SAMEA5816793,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460215,PRJEB33555,SAMEA5816794,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460216,PRJEB33555,SAMEA5816795,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460217,PRJEB33555,SAMEA5816796,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460218,PRJEB33555,SAMEA5816797,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460219,PRJEB33555,SAMEA5816798,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460220,PRJEB33555,SAMEA5816799,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460221,PRJEB33555,SAMEA5816800,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460222,PRJEB33555,SAMEA5816801,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460223,PRJEB33555,SAMEA5816802,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460224,PRJEB33555,SAMEA5816803,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460225,PRJEB33555,SAMEA5816804,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460226,PRJEB33555,SAMEA5816805,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460227,PRJEB33555,SAMEA5816806,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460228,PRJEB33555,SAMEA5816807,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460229,PRJEB33555,SAMEA5816808,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460230,PRJEB33555,SAMEA5816809,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460231,PRJEB33555,SAMEA5816810,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460232,PRJEB33555,SAMEA5816811,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460233,PRJEB33555,SAMEA5816812,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460234,PRJEB33555,SAMEA5816813,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460235,PRJEB33555,SAMEA5816814,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460236,PRJEB33555,SAMEA5816815,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460237,PRJEB33555,SAMEA5816816,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460238,PRJEB33555,SAMEA5816817,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460239,PRJEB33555,SAMEA5816818,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460240,PRJEB33555,SAMEA5816819,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460241,PRJEB33555,SAMEA5816820,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460242,PRJEB33555,SAMEA5816821,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460243,PRJEB33555,SAMEA5816822,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460244,PRJEB33555,SAMEA5816823,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460245,PRJEB33555,SAMEA5816824,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460247,PRJEB33555,SAMEA5816608,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460248,PRJEB33555,SAMEA5816609,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460249,PRJEB33555,SAMEA5816610,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460250,PRJEB33555,SAMEA5816611,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460251,PRJEB33555,SAMEA5816612,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460252,PRJEB33555,SAMEA5816613,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460253,PRJEB33555,SAMEA5816614,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460254,PRJEB33555,SAMEA5816615,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460255,PRJEB33555,SAMEA5816616,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460256,PRJEB33555,SAMEA5816617,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460257,PRJEB33555,SAMEA5816618,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460258,PRJEB33555,SAMEA5816619,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460259,PRJEB33555,SAMEA5816620,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460260,PRJEB33555,SAMEA5816621,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460261,PRJEB33555,SAMEA5816622,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460262,PRJEB33555,SAMEA5816623,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460263,PRJEB33555,SAMEA5816624,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460264,PRJEB33555,SAMEA5816625,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460265,PRJEB33555,SAMEA5816626,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460266,PRJEB33555,SAMEA5816627,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460267,PRJEB33555,SAMEA5816628,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460268,PRJEB33555,SAMEA5816629,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460269,PRJEB33555,SAMEA5816630,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460270,PRJEB33555,SAMEA5816631,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460271,PRJEB33555,SAMEA5816632,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460272,PRJEB33555,SAMEA5816633,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460273,PRJEB33555,SAMEA5816634,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460274,PRJEB33555,SAMEA5816635,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460275,PRJEB33555,SAMEA5816636,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460276,PRJEB33555,SAMEA5816637,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460277,PRJEB33555,SAMEA5816638,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460278,PRJEB33555,SAMEA5816639,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460279,PRJEB33555,SAMEA5816640,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460280,PRJEB33555,SAMEA5816641,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460281,PRJEB33555,SAMEA5816642,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460282,PRJEB33555,SAMEA5816643,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460283,PRJEB33555,SAMEA5816644,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460284,PRJEB33555,SAMEA5816645,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460285,PRJEB33555,SAMEA5816646,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460286,PRJEB33555,SAMEA5816647,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460287,PRJEB33555,SAMEA5816648,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460288,PRJEB33555,SAMEA5816649,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460289,PRJEB33555,SAMEA5816650,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460290,PRJEB33555,SAMEA5816651,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460291,PRJEB33555,SAMEA5816652,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460292,PRJEB33555,SAMEA5816653,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460293,PRJEB33555,SAMEA5816654,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460294,PRJEB33555,SAMEA5816655,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460295,PRJEB33555,SAMEA5816656,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460296,PRJEB33555,SAMEA5816657,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460297,PRJEB33555,SAMEA5816658,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460298,PRJEB33555,SAMEA5816659,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460299,PRJEB33555,SAMEA5816660,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460300,PRJEB33555,SAMEA5816661,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460301,PRJEB33555,SAMEA5816662,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460302,PRJEB33555,SAMEA5816663,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460303,PRJEB33555,SAMEA5816664,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460304,PRJEB33555,SAMEA5816665,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460305,PRJEB33555,SAMEA5816666,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460306,PRJEB33555,SAMEA5816667,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460307,PRJEB33555,SAMEA5816669,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460308,PRJEB33555,SAMEA5816670,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460309,PRJEB33555,SAMEA5816671,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460310,PRJEB33555,SAMEA5816672,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460311,PRJEB33555,SAMEA5816673,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460312,PRJEB33555,SAMEA5816674,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460313,PRJEB33555,SAMEA5816675,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460314,PRJEB33555,SAMEA5816676,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460315,PRJEB33555,SAMEA5816677,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460316,PRJEB33555,SAMEA5816678,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460317,PRJEB33555,SAMEA5816679,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460318,PRJEB33555,SAMEA5816680,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460319,PRJEB33555,SAMEA5816681,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460320,PRJEB33555,SAMEA5816682,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460321,PRJEB33555,SAMEA5816683,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460322,PRJEB33555,SAMEA5816684,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460323,PRJEB33555,SAMEA5816685,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
