Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(altitude),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),host-associated_environmental_package,host_body_site,host_length,host_sex,host_subject_id,host_total_mass,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Temperature,Title
ERR3460116,14Man1022Ch03A,AMPLICON,501,19574807,PRJEB33555,SAMEA5816695,10354478,AIX MARSEILLE UNIVERSITE,7/23/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481867,France,Europe,349,France,43.888,5.892,Manosque,host-associated,hindgut,10,neuter,14Man1022,12,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816695,ERS3605290,MiSeq,ERS3605290,ERP116356,22.5,microbiota
ERR3460117,14Man1022Ch05A,AMPLICON,501,15291464,PRJEB33555,SAMEA5816696,8551340,AIX MARSEILLE UNIVERSITE,7/23/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481868,France,Europe,349,France,43.888,5.892,Manosque,host-associated,gills,10,neuter,14Man1022,12,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816696,ERS3605291,MiSeq,ERS3605291,ERP116356,22.5,microbiota
ERR3460118,14Per1011Ch01A,AMPLICON,501,12110133,PRJEB33555,SAMEA5816697,6392565,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481869,France,Europe,190,France,43.668,5.493,Pertuis,host-associated,skin,13.5,neuter,14Per1011,29.5,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816697,ERS3605292,MiSeq,ERS3605292,ERP116356,22,microbiota
ERR3460119,14Per1011Ch02A,AMPLICON,501,10531540,PRJEB33555,SAMEA5816698,5801668,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481870,France,Europe,190,France,43.668,5.493,Pertuis,host-associated,midgut,13.5,neuter,14Per1011,29.5,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816698,ERS3605293,MiSeq,ERS3605293,ERP116356,22,microbiota
ERR3460120,14Per1011Ch03A,AMPLICON,501,6446218,PRJEB33555,SAMEA5816699,3610450,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481871,France,Europe,190,France,43.668,5.493,Pertuis,host-associated,hindgut,13.5,neuter,14Per1011,29.5,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816699,ERS3605294,MiSeq,ERS3605294,ERP116356,22,microbiota
ERR3460121,14Per1011Ch05A,AMPLICON,501,27038694,PRJEB33555,SAMEA5816700,15004768,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481872,France,Europe,190,France,43.668,5.493,Pertuis,host-associated,gills,13.5,neuter,14Per1011,29.5,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816700,ERS3605295,MiSeq,ERS3605295,ERP116356,22,microbiota
ERR3460122,14Per1012Ch01A,AMPLICON,501,15182793,PRJEB33555,SAMEA5816701,7962948,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481873,France,Europe,190,France,43.669,5.494,Pertuis,host-associated,skin,12.5,neuter,14Per1012,23,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816701,ERS3605296,MiSeq,ERS3605296,ERP116356,22,microbiota
ERR3460123,14Per1012Ch02A,AMPLICON,501,17214645,PRJEB33555,SAMEA5816702,9209863,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481874,France,Europe,190,France,43.669,5.494,Pertuis,host-associated,midgut,12.5,neuter,14Per1012,23,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816702,ERS3605297,MiSeq,ERS3605297,ERP116356,22,microbiota
ERR3460124,14Per1012Ch03A,AMPLICON,501,16155161,PRJEB33555,SAMEA5816703,8768110,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481875,France,Europe,190,France,43.669,5.494,Pertuis,host-associated,hindgut,12.5,neuter,14Per1012,23,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816703,ERS3605298,MiSeq,ERS3605298,ERP116356,22,microbiota
ERR3460125,14Per1012Ch05A,AMPLICON,500,28998359,PRJEB33555,SAMEA5816704,15408555,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481876,France,Europe,190,France,43.669,5.494,Pertuis,host-associated,gills,12.5,neuter,14Per1012,23,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816704,ERS3605299,MiSeq,ERS3605299,ERP116356,22,microbiota
ERR3460126,14per1013Ch01A,AMPLICON,501,15456408,PRJEB33555,SAMEA5816705,8169732,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481877,France,Europe,190,France,43.67,5.495,Pertuis,host-associated,skin,13.5,neuter,14Per1013,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816705,ERS3605300,MiSeq,ERS3605300,ERP116356,22,microbiota
ERR3460127,14Per1013Ch02A,AMPLICON,501,5029015,PRJEB33555,SAMEA5816706,2906971,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481878,France,Europe,190,France,43.67,5.495,Pertuis,host-associated,midgut,13.5,neuter,14Per1013,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816706,ERS3605301,MiSeq,ERS3605301,ERP116356,22,microbiota
ERR3460128,14Per1013Ch03A,AMPLICON,501,7870054,PRJEB33555,SAMEA5816707,4291924,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481879,France,Europe,190,France,43.67,5.495,Pertuis,host-associated,hindgut,13.5,neuter,14Per1013,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816707,ERS3605302,MiSeq,ERS3605302,ERP116356,22,microbiota
ERR3460129,14Per1013Ch05A,AMPLICON,501,18812814,PRJEB33555,SAMEA5816708,10217270,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481880,France,Europe,190,France,43.67,5.495,Pertuis,host-associated,gills,13.5,neuter,14Per1013,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816708,ERS3605303,MiSeq,ERS3605303,ERP116356,22,microbiota
ERR3460130,14Per1014Ch01A,AMPLICON,501,8973380,PRJEB33555,SAMEA5816709,4933358,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481881,France,Europe,190,France,43.671,5.496,Pertuis,host-associated,skin,13.5,male,14Per1014,32,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816709,ERS3605304,MiSeq,ERS3605304,ERP116356,22,microbiota
ERR3460131,14Per1014Ch02A,AMPLICON,501,15405144,PRJEB33555,SAMEA5816710,8269884,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481882,France,Europe,190,France,43.671,5.496,Pertuis,host-associated,midgut,13.5,male,14Per1014,32,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:47Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816710,ERS3605305,MiSeq,ERS3605305,ERP116356,22,microbiota
ERR3460132,14Per1014Ch03A,AMPLICON,501,17177371,PRJEB33555,SAMEA5816711,9251920,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481883,France,Europe,190,France,43.671,5.496,Pertuis,host-associated,hindgut,13.5,male,14Per1014,32,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816711,ERS3605306,MiSeq,ERS3605306,ERP116356,22,microbiota
ERR3460133,14Per1014Ch05A,AMPLICON,501,12316991,PRJEB33555,SAMEA5816712,6645491,AIX MARSEILLE UNIVERSITE,7/7/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481884,France,Europe,190,France,43.671,5.496,Pertuis,host-associated,gills,13.5,male,14Per1014,32,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816712,ERS3605307,MiSeq,ERS3605307,ERP116356,22,microbiota
ERR3460134,14Per2011Ch01A,AMPLICON,501,16114744,PRJEB33555,SAMEA5816713,8478296,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481885,France,Europe,190,France,43.672,5.497,Pertuis,host-associated,skin,16,female,14Per2011,61,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816713,ERS3605308,MiSeq,ERS3605308,ERP116356,22,microbiota
ERR3460135,14Per2011Ch02A,AMPLICON,501,6610184,PRJEB33555,SAMEA5816714,3536035,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481886,France,Europe,190,France,43.672,5.497,Pertuis,host-associated,midgut,16,female,14Per2011,61,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816714,ERS3605309,MiSeq,ERS3605309,ERP116356,22,microbiota
ERR3460136,14Per2011Ch03A,AMPLICON,501,5421774,PRJEB33555,SAMEA5816715,3094466,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481887,France,Europe,190,France,43.672,5.497,Pertuis,host-associated,hindgut,16,female,14Per2011,61,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816715,ERS3605310,MiSeq,ERS3605310,ERP116356,22,microbiota
ERR3460137,14Per2011Ch05A,AMPLICON,501,13090058,PRJEB33555,SAMEA5816716,7297008,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481888,France,Europe,190,France,43.672,5.497,Pertuis,host-associated,gills,16,female,14Per2011,61,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816716,ERS3605311,MiSeq,ERS3605311,ERP116356,22,microbiota
ERR3460138,14Per2012Ch01A,AMPLICON,501,5195632,PRJEB33555,SAMEA5816717,2795767,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481889,France,Europe,190,France,43.673,5.498,Pertuis,host-associated,skin,15,male,14Per2012,48,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816717,ERS3605312,MiSeq,ERS3605312,ERP116356,22,microbiota
ERR3460139,14Per2012Ch02A,AMPLICON,501,7260586,PRJEB33555,SAMEA5816718,3986028,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481890,France,Europe,190,France,43.673,5.498,Pertuis,host-associated,midgut,15,male,14Per2012,48,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816718,ERS3605313,MiSeq,ERS3605313,ERP116356,22,microbiota
ERR3460140,14Per2012Ch03A,AMPLICON,501,16001609,PRJEB33555,SAMEA5816719,8456895,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481891,France,Europe,190,France,43.673,5.498,Pertuis,host-associated,hindgut,15,male,14Per2012,48,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816719,ERS3605314,MiSeq,ERS3605314,ERP116356,22,microbiota
ERR3460141,14Per2012Ch05A,AMPLICON,500,11754848,PRJEB33555,SAMEA5816720,6648887,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481892,France,Europe,190,France,43.673,5.498,Pertuis,host-associated,gills,15,male,14Per2012,48,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816720,ERS3605315,MiSeq,ERS3605315,ERP116356,22,microbiota
ERR3460142,14Per2014Ch01A,AMPLICON,501,15408523,PRJEB33555,SAMEA5816721,8228006,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481893,France,Europe,190,France,43.675,5.5,Pertuis,host-associated,skin,13.5,male,14Per2014,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816721,ERS3605316,MiSeq,ERS3605316,ERP116356,22,microbiota
ERR3460143,14Per2014Ch02A,AMPLICON,501,12842645,PRJEB33555,SAMEA5816722,6713438,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481894,France,Europe,190,France,43.675,5.5,Pertuis,host-associated,midgut,13.5,male,14Per2014,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816722,ERS3605317,MiSeq,ERS3605317,ERP116356,22,microbiota
ERR3460144,14Per2014Ch03A,AMPLICON,501,5243373,PRJEB33555,SAMEA5816723,3080915,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481895,France,Europe,190,France,43.675,5.5,Pertuis,host-associated,hindgut,13.5,male,14Per2014,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816723,ERS3605318,MiSeq,ERS3605318,ERP116356,22,microbiota
ERR3460145,14Per2014Ch05A,AMPLICON,501,8145925,PRJEB33555,SAMEA5816724,5033853,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481896,France,Europe,190,France,43.675,5.5,Pertuis,host-associated,gills,13.5,male,14Per2014,34,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816724,ERS3605319,MiSeq,ERS3605319,ERP116356,22,microbiota
ERR3460146,14Per2015Ch01A,AMPLICON,501,9867754,PRJEB33555,SAMEA5816725,5422113,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,skin,ERX3481897,France,Europe,190,France,43.676,5.501,Pertuis,host-associated,skin,15,male,14Per2015,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816725,ERS3605320,MiSeq,ERS3605320,ERP116356,22,microbiota
ERR3460147,14Per2015Ch02A,AMPLICON,501,11018734,PRJEB33555,SAMEA5816726,5875930,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,midgut,ERX3481898,France,Europe,190,France,43.676,5.501,Pertuis,host-associated,midgut,15,male,14Per2015,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816726,ERS3605321,MiSeq,ERS3605321,ERP116356,22,microbiota
ERR3460148,14Per2015Ch03A,AMPLICON,501,5217598,PRJEB33555,SAMEA5816727,3073166,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,hindgut,ERX3481899,France,Europe,190,France,43.676,5.501,Pertuis,host-associated,hindgut,15,male,14Per2015,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816727,ERS3605322,MiSeq,ERS3605322,ERP116356,22,microbiota
ERR3460149,14Per2015Ch05A,AMPLICON,501,13554174,PRJEB33555,SAMEA5816728,7874496,AIX MARSEILLE UNIVERSITE,8/20/14,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Durance_river,gills,ERX3481900,France,Europe,190,France,43.676,5.501,Pertuis,host-associated,gills,15,male,14Per2015,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816728,ERS3605323,MiSeq,ERS3605323,ERP116356,22,microbiota
ERR3460150,15Bau1001Ch01A,AMPLICON,500,10806807,PRJEB33555,SAMEA5816729,6452197,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3481901,France,Europe,145,France,44.475,4.264,Rosieres,host-associated,skin,21.5,female,15Bau1001,100,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:48Z,public,Illumina MiSeq,bacteria_archaea,Run2,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816729,ERS3605324,MiSeq,ERS3605324,ERP116356,20,microbiota
