Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,experimental_factor,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Title,host_body_product,host_body_site,host_common_name
ERR2129895,SPY-G5,AMPLICON,452,66100833,PRJEB22688,SAMEA104307854,32918357,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187055,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307854,ERS1932832,Illumina,ERS1932832,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129897,SPY-G6,AMPLICON,433,26579430,PRJEB22688,SAMEA104307855,12856885,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187056,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307855,ERS1932833,Illumina,ERS1932833,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129898,SPY-G7,AMPLICON,425,81919861,PRJEB22688,SAMEA104307856,40384121,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187057,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307856,ERS1932834,Illumina,ERS1932834,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129900,SPY-G8,AMPLICON,427,57855630,PRJEB22688,SAMEA104307857,29039345,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187058,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307857,ERS1932835,Illumina,ERS1932835,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129901,SPY-G9,AMPLICON,428,56002978,PRJEB22688,SAMEA104307858,27366135,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187059,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-G9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307858,ERS1932836,Illumina,ERS1932836,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129903,SPY-S10,AMPLICON,415,225670556,PRJEB22688,SAMEA104307859,101868821,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187060,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307859,ERS1932837,Illumina,ERS1932837,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129904,SPY-S11,AMPLICON,416,123195720,PRJEB22688,SAMEA104307860,53771829,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187061,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307860,ERS1932838,Illumina,ERS1932838,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129906,SPY-S12,AMPLICON,413,178965879,PRJEB22688,SAMEA104307861,77268091,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187062,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307861,ERS1932839,Illumina,ERS1932839,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129909,SPY-S2,AMPLICON,419,14890675,PRJEB22688,SAMEA104307863,6267325,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187064,Spey population (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,SPY-S2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307863,ERS1932841,Illumina,ERS1932841,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129924,TWD-G12,AMPLICON,446,75939019,PRJEB22688,SAMEA104307873,38391196,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187074,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307873,ERS1932851,Illumina,ERS1932851,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129925,TWD-G1,AMPLICON,472,26919895,PRJEB22688,SAMEA104307874,14569060,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187075,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307874,ERS1932852,Illumina,ERS1932852,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129927,TWD-G2,AMPLICON,465,28700827,PRJEB22688,SAMEA104307875,15361245,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187076,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307875,ERS1932853,Illumina,ERS1932853,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129928,TWD-G3,AMPLICON,445,44780032,PRJEB22688,SAMEA104307876,23244359,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187077,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307876,ERS1932854,Illumina,ERS1932854,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129930,TWD-G4,AMPLICON,434,53752951,PRJEB22688,SAMEA104307877,26198948,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187078,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G4,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307877,ERS1932855,Illumina,ERS1932855,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129934,TWD-G5,AMPLICON,437,91649850,PRJEB22688,SAMEA104307878,46123081,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187079,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307878,ERS1932856,Illumina,ERS1932856,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129935,TWD-G6,AMPLICON,448,57819195,PRJEB22688,SAMEA104307879,30110155,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187080,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307879,ERS1932857,Illumina,ERS1932857,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129937,TWD-G7,AMPLICON,470,38485480,PRJEB22688,SAMEA104307880,20074536,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187081,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307880,ERS1932858,Illumina,ERS1932858,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129938,TWD-G8,AMPLICON,431,62334003,PRJEB22688,SAMEA104307881,31134081,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187082,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307881,ERS1932859,Illumina,ERS1932859,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129940,TWD-G9,AMPLICON,448,99352386,PRJEB22688,SAMEA104307882,50779356,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187083,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-G9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307882,ERS1932860,Illumina,ERS1932860,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129941,TWD-S10,AMPLICON,436,87421069,PRJEB22688,SAMEA104307883,43541785,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187084,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307883,ERS1932861,Illumina,ERS1932861,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129943,TWD-S11,AMPLICON,449,68736577,PRJEB22688,SAMEA104307884,35215435,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187085,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307884,ERS1932862,Illumina,ERS1932862,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129944,TWD-S12,AMPLICON,444,117685374,PRJEB22688,SAMEA104307885,54807956,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187086,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307885,ERS1932863,Illumina,ERS1932863,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129946,TWD-S1,AMPLICON,446,67740791,PRJEB22688,SAMEA104307886,33659064,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187087,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307886,ERS1932864,Illumina,ERS1932864,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129947,TWD-S2,AMPLICON,453,105544916,PRJEB22688,SAMEA104307887,52791651,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187088,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307887,ERS1932865,Illumina,ERS1932865,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129949,TWD-S3,AMPLICON,450,96941794,PRJEB22688,SAMEA104307888,47758259,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187089,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307888,ERS1932866,Illumina,ERS1932866,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129950,TWD-S4,AMPLICON,462,82913975,PRJEB22688,SAMEA104307889,39208550,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187090,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S4,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307889,ERS1932867,Illumina,ERS1932867,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129952,TWD-S5,AMPLICON,420,67978391,PRJEB22688,SAMEA104307890,33782827,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187091,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307890,ERS1932868,Illumina,ERS1932868,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129953,TWD-S6,AMPLICON,454,68498462,PRJEB22688,SAMEA104307891,34394477,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187092,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307891,ERS1932869,Illumina,ERS1932869,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129955,TWD-S7,AMPLICON,420,57016620,PRJEB22688,SAMEA104307892,28812713,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187093,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307892,ERS1932870,Illumina,ERS1932870,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129956,TWD-S8,AMPLICON,421,53793910,PRJEB22688,SAMEA104307893,26256548,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187094,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307893,ERS1932871,Illumina,ERS1932871,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129958,TWD-S9,AMPLICON,443,101524762,PRJEB22688,SAMEA104307894,50810729,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2187095,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD-S9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307894,ERS1932872,Illumina,ERS1932872,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129959,CON_WATER,AMPLICON,570,23717495,PRJEB22688,SAMEA104307895,11321698,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,water,ERX2187096,CNSS water (hatchery),United Kingdom,Europe,United Kingdom,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,CON_WATER,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307895,ERS1932873,Illumina,ERS1932873,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129961,CYN_WATER,AMPLICON,571,47279064,PRJEB22688,SAMEA104307896,23908695,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,water,ERX2187097,Cynrig water (hatchery),France,Europe,France,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,CYN_WATER,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307896,ERS1932874,Illumina,ERS1932874,ERP104390,Atlantic salmon fry microbiome,,,
